IP地址,端口,回源端口,TLS,数据中心,地区,国家,城市,TCP延迟(ms),速度(MB/s)
18.218.201.16,443,443,true,IAD,North America,US,Ashburn,333,3.97
18.222.197.107,443,443,true,IAD,North America,US,Ashburn,249,3.97
3.111.217.79,8443,443,true,BOM,Asia Pacific,IN,Mumbai,242,3.96
18.227.111.104,443,443,true,IAD,North America,US,Ashburn,312,3.96
3.12.198.154,443,443,true,IAD,North America,US,Ashburn,290,3.95
3.135.223.188,443,443,true,IAD,North America,US,Ashburn,446,3.94
204.110.221.119,80,443,true,YUL,North America,CA,Montréal,299,3.94
54.87.53.151,443,443,true,IAD,North America,US,Ashburn,243,3.93
18.216.76.105,443,443,true,IAD,North America,US,Ashburn,435,3.91
3.14.7.156,443,443,true,IAD,North America,US,Ashburn,313,3.91
204.110.223.70,80,443,true,ORD,North America,US,Chicago,284,3.91
18.191.33.103,443,443,true,IAD,North America,US,Ashburn,276,3.90
3.19.120.95,443,443,true,IAD,North America,US,Ashburn,241,3.89
3.145.67.44,443,443,true,IAD,North America,US,Ashburn,390,3.89
3.140.249.210,443,443,true,IAD,North America,US,Ashburn,278,3.88
3.142.174.116,443,443,true,CMH,North America,US,Columbus,329,3.87
3.141.14.5,443,443,true,IAD,North America,US,Ashburn,340,3.87
3.89.162.189,443,443,true,IAD,North America,US,Ashburn,383,3.86
3.128.24.119,443,443,true,IAD,North America,US,Ashburn,358,3.85
54.160.189.120,443,443,true,IAD,North America,US,Ashburn,290,3.85
52.15.169.62,443,443,true,IAD,North America,US,Ashburn,329,3.84
18.219.133.191,443,443,true,IAD,North America,US,Ashburn,334,3.84
3.99.164.197,443,443,true,YUL,North America,CA,Montréal,340,3.84
