IP地址,端口,回源端口,TLS,数据中心,地区,国家,城市,TCP延迟(ms),速度(MB/s)
34.220.208.125,443,443,true,SEA,North America,US,Seattle,236,10.40
67.226.223.148,80,443,true,LHR,Europe,GB,London,171,10.40
54.246.42.63,2053,443,true,DUB,Europe,IE,Dublin,216,10.39
52.57.242.231,443,443,true,FRA,Europe,DE,Frankfurt,192,10.39
54.201.3.144,443,443,true,SEA,North America,US,Seattle,291,10.39
34.222.69.174,443,443,true,SEA,North America,US,Seattle,208,10.39
35.90.126.14,443,443,true,SEA,North America,US,Seattle,237,10.39
52.89.100.174,443,443,true,SEA,North America,US,Seattle,203,10.39
34.222.83.121,443,443,true,SEA,North America,US,Seattle,320,10.39
35.159.51.39,443,443,true,FRA,Europe,DE,Frankfurt,212,10.38
3.65.226.75,443,443,true,FRA,Europe,DE,Frankfurt,237,10.38
54.190.48.58,443,443,true,SEA,North America,US,Seattle,201,10.37
51.44.169.170,2096,443,true,CDG,Europe,FR,Paris,185,10.37
35.93.203.66,443,443,true,PDX,North America,US,Portland,216,10.37
54.202.29.52,443,443,true,PDX,North America,US,Portland,207,10.37
34.249.147.242,2096,443,true,DUB,Europe,IE,Dublin,237,10.37
44.243.116.107,443,443,true,PDX,North America,US,Portland,269,10.37
35.181.77.67,443,443,true,CDG,Europe,FR,Paris,197,10.36
54.176.205.20,80,443,true,SJC,North America,US,San Jose,279,10.36
54.187.240.31,443,443,true,SEA,North America,US,Seattle,200,10.36
54.200.181.154,443,443,true,PDX,North America,US,Portland,196,10.36
34.249.147.242,2096,443,true,DUB,Europe,IE,Dublin,236,10.36
44.243.41.73,443,443,true,SEA,North America,US,Seattle,193,10.35
51.20.31.10,443,443,true,CPH,Europe,DK,Copenhagen,240,10.35
35.93.31.9,443,443,true,SEA,North America,US,Seattle,257,10.35
34.220.182.152,443,443,true,PDX,North America,US,Portland,219,10.35
54.187.212.113,8443,443,true,PDX,North America,US,Portland,252,10.34
18.236.165.223,443,443,true,SEA,North America,US,Seattle,296,10.34
52.42.182.122,443,443,true,SEA,North America,US,Seattle,195,10.32
44.244.120.107,443,443,true,PDX,North America,US,Portland,229,10.32
34.249.147.242,2087,443,true,DUB,Europe,IE,Dublin,306,10.32
34.221.158.74,443,443,true,PDX,North America,US,Portland,236,10.32
35.181.145.78,8443,443,true,CDG,Europe,FR,Paris,198,10.32
54.214.226.150,443,443,true,SEA,North America,US,Seattle,236,10.32
54.203.223.118,443,443,true,SEA,North America,US,Seattle,341,10.32
35.90.240.72,443,443,true,SEA,North America,US,Seattle,280,10.32
54.171.63.163,443,443,true,DUB,Europe,IE,Dublin,210,10.32
34.218.78.3,443,443,true,PDX,North America,US,Portland,303,10.32
3.8.4.143,2096,443,true,LHR,Europe,GB,London,399,10.32
67.226.223.210,80,443,true,LHR,Europe,GB,London,322,10.31
54.200.7.219,443,443,true,SEA,North America,US,Seattle,317,10.31
54.74.253.197,2083,443,true,DUB,Europe,IE,Dublin,313,10.31
18.153.244.138,443,443,true,FRA,Europe,DE,Frankfurt,178,10.31
51.20.10.240,2096,443,true,ARN,Europe,SE,Stockholm,337,10.31
67.226.223.137,80,443,true,LHR,Europe,GB,London,401,10.30
18.236.122.224,443,443,true,SEA,North America,US,Seattle,218,10.30
34.222.251.207,443,443,true,PDX,North America,US,Portland,250,10.30
34.212.12.13,443,443,true,SEA,North America,US,Seattle,252,10.30
67.226.223.255,80,443,true,LHR,Europe,GB,London,410,10.30
35.89.171.88,443,443,true,SEA,North America,US,Seattle,282,10.30
3.9.223.59,443,443,true,LHR,Europe,GB,London,294,10.30
51.20.10.240,2096,443,true,ARN,Europe,SE,Stockholm,205,10.29
54.187.240.31,443,443,true,SEA,North America,US,Seattle,320,10.29
54.189.195.235,443,443,true,SEA,North America,US,Seattle,302,10.28
35.161.83.251,443,443,true,SEA,North America,US,Seattle,353,10.28
34.209.255.245,443,443,true,PDX,North America,US,Portland,213,10.28
52.26.202.163,443,443,true,SEA,North America,US,Seattle,222,10.28
67.226.223.24,80,443,true,LHR,Europe,GB,London,423,10.28
34.209.19.43,443,443,true,SEA,North America,US,Seattle,300,10.28
34.214.172.22,443,443,true,SEA,North America,US,Seattle,289,10.27
67.226.223.120,80,443,true,LHR,Europe,GB,London,172,10.27
34.220.171.252,443,443,true,SEA,North America,US,Seattle,282,10.27
54.68.248.227,443,443,true,SEA,North America,US,Seattle,197,10.26
35.91.196.131,8443,443,true,SEA,North America,US,Seattle,336,10.26
3.79.59.119,8443,443,true,FRA,Europe,DE,Frankfurt,323,10.26
3.65.226.75,443,443,true,FRA,Europe,DE,Frankfurt,287,10.26
54.214.119.83,443,443,true,SEA,North America,US,Seattle,306,10.26
54.74.253.197,2083,443,true,DUB,Europe,IE,Dublin,263,10.25
54.68.183.234,443,443,true,SEA,North America,US,Seattle,202,10.25
35.89.193.79,8443,443,true,SEA,North America,US,Seattle,356,10.25
51.20.10.240,8443,443,true,ARN,Europe,SE,Stockholm,264,10.25
34.209.19.43,443,443,true,SEA,North America,US,Seattle,361,10.24
54.149.21.208,443,443,true,SEA,North America,US,Seattle,225,10.24
51.20.10.240,8443,443,true,ARN,Europe,SE,Stockholm,331,10.24
184.169.222.179,80,443,true,SJC,North America,US,San Jose,215,10.24
34.253.61.124,8080,443,true,DUB,Europe,IE,Dublin,355,10.23
34.253.92.0,443,443,true,DUB,Europe,IE,Dublin,404,10.23
34.210.229.67,443,443,true,SEA,North America,US,Seattle,265,10.23
35.92.86.76,443,443,true,SEA,North America,US,Seattle,263,10.23
52.11.185.92,443,443,true,SEA,North America,US,Seattle,221,10.22
54.190.100.122,443,443,true,SEA,North America,US,Seattle,200,10.22
34.222.83.121,443,443,true,SEA,North America,US,Seattle,275,10.22
34.244.91.137,443,443,true,DUB,Europe,IE,Dublin,178,10.22
3.254.0.132,8080,443,true,DUB,Europe,IE,Dublin,252,10.21
35.92.186.162,443,443,true,SEA,North America,US,Seattle,207,10.20
34.210.174.71,443,443,true,SEA,North America,US,Seattle,233,10.20
54.171.181.214,8080,443,true,DUB,Europe,IE,Dublin,262,10.20
18.237.253.68,443,443,true,SEA,North America,US,Seattle,199,10.20
54.155.199.245,80,443,true,DUB,Europe,IE,Dublin,279,10.19
44.243.84.108,443,443,true,PDX,North America,US,Portland,302,10.19
44.245.178.76,8443,443,true,SEA,North America,US,Seattle,258,10.18
67.226.223.9,80,443,true,LHR,Europe,GB,London,189,10.18
67.226.223.194,443,443,true,LHR,Europe,GB,London,306,10.17
35.89.159.44,8443,443,true,SEA,North America,US,Seattle,228,10.17
35.87.235.41,443,443,true,PDX,North America,US,Portland,254,10.17
34.221.56.248,443,443,true,SEA,North America,US,Seattle,282,10.17
3.73.76.242,8443,443,true,FRA,Europe,DE,Frankfurt,251,10.16
34.209.40.200,443,443,true,SEA,North America,US,Seattle,290,10.16
3.67.25.193,443,443,true,FRA,Europe,DE,Frankfurt,244,10.16
54.77.48.190,443,443,true,DUB,Europe,IE,Dublin,296,10.16
54.171.63.163,443,443,true,DUB,Europe,IE,Dublin,336,10.16
54.70.201.49,443,443,true,SEA,North America,US,Seattle,196,10.15
3.123.41.161,8443,443,true,FRA,Europe,DE,Frankfurt,202,10.15
54.78.116.244,443,443,true,DUB,Europe,IE,Dublin,247,10.15
44.242.193.9,443,443,true,PDX,North America,US,Portland,227,10.15
34.219.26.125,443,443,true,SEA,North America,US,Seattle,297,10.14
34.221.20.125,8443,443,true,SEA,North America,US,Seattle,238,10.14
52.48.236.96,8080,443,true,DUB,Europe,IE,Dublin,209,10.13
34.222.251.207,443,443,true,PDX,North America,US,Portland,322,10.13
54.151.9.4,80,443,true,SJC,North America,US,San Jose,342,10.13
67.226.221.84,80,443,true,SJC,North America,US,San Jose,292,10.13
18.144.44.213,80,443,true,SJC,North America,US,San Jose,335,10.12
204.110.220.114,80,443,true,SJC,North America,US,San Jose,180,10.12
67.226.223.186,80,443,true,LHR,Europe,GB,London,414,10.12
54.213.255.249,443,443,true,SEA,North America,US,Seattle,242,10.12
3.101.73.167,80,443,true,SJC,North America,US,San Jose,302,10.12
54.218.198.138,443,443,true,SEA,North America,US,Seattle,367,10.12
54.241.79.250,80,443,true,SJC,North America,US,San Jose,273,10.12
204.110.220.102,80,443,true,SJC,North America,US,San Jose,197,10.11
54.176.113.170,80,443,true,SJC,North America,US,San Jose,221,10.11
67.226.223.105,80,443,true,LHR,Europe,GB,London,518,10.11
3.127.152.85,443,443,true,FRA,Europe,DE,Frankfurt,309,10.11
50.18.133.190,80,443,true,SJC,North America,US,San Jose,191,10.11
54.218.146.60,443,443,true,PDX,North America,US,Portland,216,10.11
35.93.202.157,443,443,true,PDX,North America,US,Portland,256,10.11
67.226.223.65,443,443,true,LHR,Europe,GB,London,311,10.11
54.189.64.242,443,443,true,SEA,North America,US,Seattle,292,10.10
54.219.128.169,80,443,true,SJC,North America,US,San Jose,323,10.10
51.20.10.240,2087,443,true,ARN,Europe,SE,Stockholm,285,10.10
54.218.76.40,443,443,true,SEA,North America,US,Seattle,247,10.10
54.67.51.212,80,443,true,SJC,North America,US,San Jose,327,10.09
34.212.175.193,443,443,true,SEA,North America,US,Seattle,332,10.09
34.221.56.248,443,443,true,SEA,North America,US,Seattle,281,10.09
3.252.142.72,2083,443,true,DUB,Europe,IE,Dublin,251,10.09
52.35.114.64,443,443,true,SEA,North America,US,Seattle,205,10.08
54.171.181.214,8080,443,true,DUB,Europe,IE,Dublin,230,10.08
35.156.251.161,443,443,true,FRA,Europe,DE,Frankfurt,216,10.08
67.226.223.117,443,443,true,LHR,Europe,GB,London,298,10.08
35.92.17.16,443,443,true,SEA,North America,US,Seattle,198,10.08
18.185.51.67,8080,443,true,FRA,Europe,DE,Frankfurt,323,10.08
44.243.222.140,443,443,true,SEA,North America,US,Seattle,337,10.08
67.226.223.68,80,443,true,LHR,Europe,GB,London,180,10.07
34.219.18.150,443,443,true,SEA,North America,US,Seattle,204,10.07
54.214.226.150,443,443,true,SEA,North America,US,Seattle,343,10.07
54.74.100.66,443,443,true,DUB,Europe,IE,Dublin,223,10.07
54.202.189.156,443,443,true,PDX,North America,US,Portland,314,10.06
44.244.3.83,443,443,true,PDX,North America,US,Portland,262,10.06
3.9.9.137,2053,443,true,LHR,Europe,GB,London,302,10.06
204.110.220.1,80,443,true,SJC,North America,US,San Jose,173,10.06
34.222.67.97,443,443,true,SEA,North America,US,Seattle,262,10.06
67.226.223.109,80,443,true,LHR,Europe,GB,London,174,10.05
3.101.102.25,80,443,true,SJC,North America,US,San Jose,360,10.05
54.177.196.101,80,443,true,SJC,North America,US,San Jose,330,10.05
44.244.233.158,443,443,true,PDX,North America,US,Portland,256,10.05
204.110.220.37,80,443,true,SJC,North America,US,San Jose,184,10.05
34.216.32.131,443,443,true,SEA,North America,US,Seattle,193,10.04
54.200.244.249,443,443,true,PDX,North America,US,Portland,211,10.04
51.20.132.68,2053,443,true,ARN,Europe,SE,Stockholm,235,10.04
54.78.116.244,443,443,true,DUB,Europe,IE,Dublin,289,10.04
54.74.100.66,443,443,true,DUB,Europe,IE,Dublin,288,10.04
54.187.212.113,8443,443,true,PDX,North America,US,Portland,238,10.04
67.226.223.128,80,443,true,LHR,Europe,GB,London,180,10.04
44.244.117.129,8443,443,true,SEA,North America,US,Seattle,350,10.03
54.245.9.43,443,443,true,PDX,North America,US,Portland,297,10.03
34.212.25.147,443,443,true,SEA,North America,US,Seattle,255,10.03
35.181.77.67,443,443,true,CDG,Europe,FR,Paris,327,10.03
34.219.187.64,443,443,true,PDX,North America,US,Portland,279,10.03
3.101.133.120,80,443,true,SJC,North America,US,San Jose,290,10.03
204.110.220.33,80,443,true,SJC,North America,US,San Jose,190,10.03
67.226.223.130,80,443,true,LHR,Europe,GB,London,173,10.02
67.226.223.90,80,443,true,LHR,Europe,GB,London,398,10.02
34.219.142.29,443,443,true,SEA,North America,US,Seattle,236,10.02
67.226.223.72,80,443,true,LHR,Europe,GB,London,166,10.02
54.213.222.246,443,443,true,SEA,North America,US,Seattle,239,10.01
35.176.229.223,443,443,true,LHR,Europe,GB,London,268,10.01
54.202.4.213,443,443,true,SEA,North America,US,Seattle,276,10.00
34.222.41.157,443,443,true,SEA,North America,US,Seattle,212,10.00
3.254.0.132,8080,443,true,DUB,Europe,IE,Dublin,207,10.00
3.252.142.72,2083,443,true,DUB,Europe,IE,Dublin,337,9.99
54.188.245.52,443,443,true,PDX,North America,US,Portland,219,9.99
35.181.145.78,8443,443,true,CDG,Europe,FR,Paris,182,9.98
67.226.221.33,443,443,true,SJC,North America,US,San Jose,405,9.98
51.20.84.76,443,443,true,CPH,Europe,DK,Copenhagen,369,9.97
54.176.113.170,80,443,true,SJC,North America,US,San Jose,260,9.97
54.77.48.190,443,443,true,DUB,Europe,IE,Dublin,199,9.97
34.249.147.242,2087,443,true,DUB,Europe,IE,Dublin,335,9.97
204.110.220.85,80,443,true,SJC,North America,US,San Jose,173,9.96
51.44.169.170,2096,443,true,CDG,Europe,FR,Paris,213,9.96
54.187.212.113,2053,443,true,PDX,North America,US,Portland,291,9.96
54.241.79.250,80,443,true,SJC,North America,US,San Jose,261,9.95
34.211.40.6,443,443,true,PDX,North America,US,Portland,261,9.94
67.226.221.161,80,443,true,SJC,North America,US,San Jose,521,9.94
54.202.56.174,443,443,true,SEA,North America,US,Seattle,201,9.93
34.210.229.67,443,443,true,SEA,North America,US,Seattle,311,9.93
204.110.220.30,80,443,true,SJC,North America,US,San Jose,167,9.92
44.245.93.54,443,443,true,PDX,North America,US,Portland,265,9.92
67.226.221.104,443,443,true,SJC,North America,US,San Jose,185,9.91
67.226.223.229,80,443,true,LHR,Europe,GB,London,170,9.91
51.20.54.227,443,443,true,CPH,Europe,DK,Copenhagen,330,9.91
35.92.78.232,8443,443,true,SEA,North America,US,Seattle,206,9.91
67.226.223.184,80,443,true,LHR,Europe,GB,London,305,9.91
54.213.199.242,8443,443,true,SEA,North America,US,Seattle,271,9.91
35.92.54.52,443,443,true,SEA,North America,US,Seattle,286,9.90
204.110.220.38,80,443,true,SJC,North America,US,San Jose,187,9.89
67.226.223.201,80,443,true,LHR,Europe,GB,London,513,9.89
54.190.48.58,443,443,true,SEA,North America,US,Seattle,282,9.89
54.216.40.130,8443,443,true,DUB,Europe,IE,Dublin,238,9.88
44.245.93.54,443,443,true,PDX,North America,US,Portland,304,9.88
34.253.92.0,443,443,true,DUB,Europe,IE,Dublin,262,9.88
35.92.142.68,443,443,true,SEA,North America,US,Seattle,302,9.88
54.212.165.174,443,443,true,SEA,North America,US,Seattle,336,9.88
51.20.55.26,443,443,true,CPH,Europe,DK,Copenhagen,206,9.88
67.226.223.22,80,443,true,LHR,Europe,GB,London,360,9.88
67.226.223.177,80,443,true,LHR,Europe,GB,London,339,9.87
54.70.39.59,443,443,true,SEA,North America,US,Seattle,312,9.87
67.226.223.194,80,443,true,LHR,Europe,GB,London,436,9.86
51.21.83.70,443,443,true,ARN,Europe,SE,Stockholm,223,9.85
54.203.223.118,443,443,true,SEA,North America,US,Seattle,294,9.84
52.42.182.122,443,443,true,SEA,North America,US,Seattle,309,9.84
18.169.242.45,443,443,true,LHR,Europe,GB,London,234,9.84
54.213.255.249,443,443,true,SEA,North America,US,Seattle,325,9.84
3.101.133.120,80,443,true,SJC,North America,US,San Jose,257,9.84
18.157.74.221,443,443,true,FRA,Europe,DE,Frankfurt,269,9.84
67.226.223.155,80,443,true,LHR,Europe,GB,London,165,9.84
52.34.41.153,443,443,true,SEA,North America,US,Seattle,204,9.83
18.153.94.168,443,443,true,FRA,Europe,DE,Frankfurt,193,9.82
34.219.187.64,443,443,true,PDX,North America,US,Portland,236,9.82
67.226.221.110,443,443,true,SJC,North America,US,San Jose,266,9.81
67.226.223.65,80,443,true,LHR,Europe,GB,London,389,9.81
67.226.221.246,80,443,true,SJC,North America,US,San Jose,463,9.81
54.67.51.212,80,443,true,SJC,North America,US,San Jose,410,9.81
3.123.1.14,443,443,true,FRA,Europe,DE,Frankfurt,320,9.81
54.214.119.83,443,443,true,SEA,North America,US,Seattle,333,9.81
50.18.25.238,443,443,true,SJC,North America,US,San Jose,305,9.80
67.226.223.161,80,443,true,LHR,Europe,GB,London,166,9.80
204.110.220.8,80,443,true,SJC,North America,US,San Jose,184,9.80
204.110.220.189,80,443,true,SJC,North America,US,San Jose,180,9.78
3.71.189.51,2053,443,true,FRA,Europe,DE,Frankfurt,303,9.77
51.20.4.107,443,443,true,CPH,Europe,DK,Copenhagen,229,9.77
3.126.84.155,443,443,true,FRA,Europe,DE,Frankfurt,271,9.76
54.189.26.150,443,443,true,SEA,North America,US,Seattle,254,9.76
18.192.152.35,2053,443,true,FRA,Europe,DE,Frankfurt,212,9.76
3.123.202.92,2053,443,true,FRA,Europe,DE,Frankfurt,244,9.75
54.191.54.20,443,443,true,PDX,North America,US,Portland,283,9.75
35.91.77.63,443,443,true,SEA,North America,US,Seattle,196,9.75
67.226.221.222,80,443,true,SJC,North America,US,San Jose,361,9.73
34.220.135.192,443,443,true,PDX,North America,US,Portland,244,9.72
54.151.9.4,80,443,true,SJC,North America,US,San Jose,323,9.72
18.159.111.125,2053,443,true,FRA,Europe,DE,Frankfurt,214,9.72
35.94.231.12,443,443,true,PDX,North America,US,Portland,193,9.71
67.226.223.148,443,443,true,LHR,Europe,GB,London,192,9.71
67.226.223.213,80,443,true,LHR,Europe,GB,London,377,9.71
3.64.205.189,443,443,true,FRA,Europe,DE,Frankfurt,256,9.70
54.183.97.111,443,443,true,SJC,North America,US,San Jose,277,9.70
16.16.57.173,8443,443,true,CPH,Europe,DK,Copenhagen,283,9.69
16.170.251.192,443,443,true,CPH,Europe,DK,Copenhagen,202,9.68
18.171.219.156,443,443,true,LHR,Europe,GB,London,348,9.67
204.110.220.71,80,443,true,SJC,North America,US,San Jose,180,9.67
3.79.244.48,443,443,true,FRA,Europe,DE,Frankfurt,182,9.67
3.73.76.242,8443,443,true,FRA,Europe,DE,Frankfurt,233,9.67
54.183.97.111,443,443,true,SJC,North America,US,San Jose,176,9.66
54.216.40.130,8443,443,true,DUB,Europe,IE,Dublin,208,9.65
204.110.220.224,80,443,true,SJC,North America,US,San Jose,185,9.64
67.226.223.209,80,443,true,LHR,Europe,GB,London,362,9.64
34.208.221.169,443,443,true,PDX,North America,US,Portland,228,9.64
3.127.87.124,443,443,true,FRA,Europe,DE,Frankfurt,287,9.63
67.226.223.138,80,443,true,LHR,Europe,GB,London,321,9.62
3.123.202.92,8443,443,true,FRA,Europe,DE,Frankfurt,347,9.62
34.221.20.125,8443,443,true,SEA,North America,US,Seattle,253,9.61
204.110.220.232,80,443,true,SJC,North America,US,San Jose,173,9.61
54.202.105.67,443,443,true,SEA,North America,US,Seattle,205,9.61
35.161.126.247,443,443,true,PDX,North America,US,Portland,328,9.60
67.226.221.22,80,443,true,SJC,North America,US,San Jose,188,9.60
67.226.221.228,80,443,true,SJC,North America,US,San Jose,308,9.60
204.110.220.176,80,443,true,SJC,North America,US,San Jose,183,9.59
3.123.202.92,8443,443,true,FRA,Europe,DE,Frankfurt,294,9.57
34.219.142.29,443,443,true,SEA,North America,US,Seattle,416,9.56
67.226.221.2,80,443,true,SJC,North America,US,San Jose,327,9.54
3.71.189.51,2053,443,true,FRA,Europe,DE,Frankfurt,230,9.54
51.20.12.212,443,443,true,CPH,Europe,DK,Copenhagen,276,9.53
51.21.48.77,443,443,true,ARN,Europe,SE,Stockholm,234,9.53
67.226.221.239,80,443,true,SJC,North America,US,San Jose,330,9.53
50.18.133.190,80,443,true,SJC,North America,US,San Jose,183,9.53
54.213.23.189,443,443,true,PDX,North America,US,Portland,261,9.52
3.75.149.151,443,443,true,FRA,Europe,DE,Frankfurt,252,9.52
67.226.223.89,80,443,true,LHR,Europe,GB,London,174,9.52
63.176.11.74,2096,443,true,FRA,Europe,DE,Frankfurt,198,9.51
54.68.248.227,443,443,true,SEA,North America,US,Seattle,305,9.51
67.226.223.24,443,443,true,LHR,Europe,GB,London,170,9.50
54.200.244.93,443,443,true,SEA,North America,US,Seattle,266,9.50
67.226.221.110,80,443,true,SJC,North America,US,San Jose,302,9.50
67.226.221.104,80,443,true,SJC,North America,US,San Jose,325,9.50
67.226.223.248,80,443,true,LHR,Europe,GB,London,277,9.49
3.75.149.151,443,443,true,FRA,Europe,DE,Frankfurt,223,9.48
204.110.220.57,80,443,true,SJC,North America,US,San Jose,204,9.48
3.101.73.167,80,443,true,SJC,North America,US,San Jose,358,9.47
67.226.223.36,80,443,true,LHR,Europe,GB,London,320,9.46
204.110.220.218,80,443,true,SJC,North America,US,San Jose,182,9.46
204.110.220.145,80,443,true,SJC,North America,US,San Jose,180,9.46
54.149.83.165,443,443,true,SEA,North America,US,Seattle,264,9.45
3.9.146.151,443,443,true,LHR,Europe,GB,London,285,9.44
67.226.221.247,80,443,true,SJC,North America,US,San Jose,535,9.44
204.110.220.215,80,443,true,SJC,North America,US,San Jose,198,9.43
18.193.144.17,443,443,true,FRA,Europe,DE,Frankfurt,329,9.43
18.153.166.250,2053,443,true,FRA,Europe,DE,Frankfurt,199,9.43
44.243.225.20,80,443,true,PDX,North America,US,Portland,257,9.41
34.247.90.249,443,443,true,DUB,Europe,IE,Dublin,219,9.41
35.159.248.113,443,443,true,FRA,Europe,DE,Frankfurt,260,9.40
67.226.223.207,80,443,true,LHR,Europe,GB,London,420,9.39
34.212.121.166,443,443,true,SEA,North America,US,Seattle,254,9.39
204.110.220.115,80,443,true,SJC,North America,US,San Jose,184,9.37
54.190.156.147,8443,443,true,SEA,North America,US,Seattle,209,9.37
35.167.57.211,443,443,true,SEA,North America,US,Seattle,348,9.36
34.213.140.19,443,443,true,SEA,North America,US,Seattle,192,9.36
54.245.9.43,443,443,true,PDX,North America,US,Portland,304,9.36
63.177.127.157,443,443,true,FRA,Europe,DE,Frankfurt,186,9.36
52.40.102.162,443,443,true,PDX,North America,US,Portland,303,9.35
67.226.223.31,80,443,true,LHR,Europe,GB,London,171,9.35
35.95.150.122,443,443,true,PDX,North America,US,Portland,348,9.35
34.242.157.56,443,443,true,DUB,Europe,IE,Dublin,294,9.35
54.213.215.13,8443,443,true,PDX,North America,US,Portland,256,9.34
204.110.220.5,80,443,true,SJC,North America,US,San Jose,177,9.33
204.110.220.9,80,443,true,SJC,North America,US,San Jose,173,9.32
67.226.223.110,80,443,true,LHR,Europe,GB,London,168,9.31
44.244.168.18,443,443,true,SEA,North America,US,Seattle,334,9.31
3.73.124.222,2083,443,true,FRA,Europe,DE,Frankfurt,226,9.30
35.88.133.26,443,443,true,SEA,North America,US,Seattle,197,9.28
35.156.251.161,443,443,true,FRA,Europe,DE,Frankfurt,261,9.25
67.226.223.73,80,443,true,LHR,Europe,GB,London,366,9.21
3.8.16.144,443,443,true,LHR,Europe,GB,London,259,9.21
204.110.220.22,80,443,true,SJC,North America,US,San Jose,176,9.19
3.127.87.124,443,443,true,FRA,Europe,DE,Frankfurt,252,9.19
67.226.221.203,80,443,true,SJC,North America,US,San Jose,185,9.18
54.200.244.249,443,443,true,PDX,North America,US,Portland,343,9.18
3.123.1.14,443,443,true,FRA,Europe,DE,Frankfurt,214,9.17
67.226.221.230,80,443,true,SJC,North America,US,San Jose,177,9.14
67.226.221.154,443,443,true,SJC,North America,US,San Jose,322,9.14
3.132.212.145,443,443,true,IAD,North America,US,Ashburn,397,9.13
3.73.124.222,2083,443,true,FRA,Europe,DE,Frankfurt,314,9.12
67.226.221.111,80,443,true,SJC,North America,US,San Jose,167,9.12
51.20.207.0,443,443,true,ARN,Europe,SE,Stockholm,318,9.11
67.226.221.154,80,443,true,SJC,North America,US,San Jose,318,9.10
3.9.223.59,80,443,true,LHR,Europe,GB,London,206,9.10
3.17.190.131,443,443,true,IAD,North America,US,Ashburn,454,9.10
67.226.221.133,80,443,true,SJC,North America,US,San Jose,325,9.09
51.20.121.201,443,443,true,ARN,Europe,SE,Stockholm,309,9.07
51.20.10.240,2087,443,true,ARN,Europe,SE,Stockholm,248,9.07
54.190.156.147,8443,443,true,SEA,North America,US,Seattle,202,9.04
67.226.221.132,80,443,true,SJC,North America,US,San Jose,180,9.04
204.110.220.140,80,443,true,SJC,North America,US,San Jose,173,9.04
67.226.221.161,443,443,true,SJC,North America,US,San Jose,311,9.03
67.226.221.134,80,443,true,SJC,North America,US,San Jose,180,9.02
18.153.166.250,8443,443,true,FRA,Europe,DE,Frankfurt,237,9.02
3.16.131.76,443,443,true,IAD,North America,US,Ashburn,280,9.02
67.226.221.122,80,443,true,SJC,North America,US,San Jose,338,9.00
34.216.124.126,443,443,true,PDX,North America,US,Portland,260,9.00
52.12.13.32,80,443,true,PDX,North America,US,Portland,230,9.00
54.201.182.97,80,443,true,SEA,North America,US,Seattle,203,9.00
67.226.221.190,80,443,true,SJC,North America,US,San Jose,183,8.97
67.226.221.13,80,443,true,SJC,North America,US,San Jose,174,8.96
67.226.221.188,80,443,true,SJC,North America,US,San Jose,496,8.96
