IP地址,端口,回源端口,TLS,数据中心,地区,国家,城市,TCP延迟(ms),速度(MB/s)
18.188.160.80,443,443,true,IAD,North America,US,Ashburn,372,7.49
3.137.154.174,443,443,true,IAD,North America,US,Ashburn,357,7.49
3.15.175.245,443,443,true,IAD,North America,US,Ashburn,336,7.49
3.144.151.77,443,443,true,IAD,North America,US,Ashburn,244,7.48
3.18.223.41,443,443,true,IAD,North America,US,Ashburn,235,7.48
18.219.30.38,443,443,true,IAD,North America,US,Ashburn,258,7.48
3.16.148.193,443,443,true,IAD,North America,US,Ashburn,367,7.48
3.145.23.100,443,443,true,IAD,North America,US,Ashburn,293,7.47
3.145.110.233,443,443,true,IAD,North America,US,Ashburn,433,7.47
3.145.203.54,443,443,true,IAD,North America,US,Ashburn,362,7.47
18.119.110.202,443,443,true,CMH,North America,US,Columbus,327,7.46
63.177.133.124,443,443,true,FRA,Europe,DE,Frankfurt,371,7.46
34.209.45.59,443,443,true,SEA,North America,US,Seattle,319,7.46
3.19.73.87,443,443,true,IAD,North America,US,Ashburn,348,7.46
18.216.20.68,443,443,true,IAD,North America,US,Ashburn,234,7.45
3.18.111.27,443,443,true,IAD,North America,US,Ashburn,538,7.45
18.220.117.128,443,443,true,IAD,North America,US,Ashburn,233,7.45
18.201.28.81,443,443,true,DUB,Europe,IE,Dublin,197,7.44
18.217.0.235,443,443,true,IAD,North America,US,Ashburn,338,7.43
3.131.90.95,443,443,true,IAD,North America,US,Ashburn,262,7.43
3.140.217.177,443,443,true,IAD,North America,US,Ashburn,355,7.43
3.14.152.130,443,443,true,IAD,North America,US,Ashburn,225,7.43
3.21.162.42,443,443,true,IAD,North America,US,Ashburn,330,7.43
18.188.242.44,443,443,true,IAD,North America,US,Ashburn,379,7.42
3.21.168.253,443,443,true,IAD,North America,US,Ashburn,278,7.42
3.145.140.251,443,443,true,IAD,North America,US,Ashburn,247,7.42
18.219.76.147,443,443,true,IAD,North America,US,Ashburn,272,7.42
18.217.167.225,443,443,true,IAD,North America,US,Ashburn,238,7.42
3.145.110.233,443,443,true,ORD,North America,US,Chicago,263,7.42
3.137.149.227,443,443,true,IAD,North America,US,Ashburn,236,7.41
3.16.157.66,443,443,true,IAD,North America,US,Ashburn,258,7.41
3.16.123.198,443,443,true,IAD,North America,US,Ashburn,290,7.41
3.218.234.33,443,443,true,IAD,North America,US,Ashburn,356,7.41
54.202.115.66,80,443,true,SEA,North America,US,Seattle,230,7.41
3.94.29.131,443,443,true,IAD,North America,US,Ashburn,382,7.40
3.145.45.221,443,443,true,IAD,North America,US,Ashburn,304,7.40
3.143.225.82,443,443,true,IAD,North America,US,Ashburn,303,7.39
3.15.181.88,443,443,true,IAD,North America,US,Ashburn,256,7.39
3.14.12.56,443,443,true,IAD,North America,US,Ashburn,390,7.38
18.218.178.93,443,443,true,IAD,North America,US,Ashburn,312,7.38
3.139.64.32,443,443,true,IAD,North America,US,Ashburn,263,7.38
18.225.32.47,443,443,true,IAD,North America,US,Ashburn,442,7.38
3.137.152.46,443,443,true,IAD,North America,US,Ashburn,296,7.38
3.15.215.18,443,443,true,IAD,North America,US,Ashburn,398,7.37
3.17.24.224,443,443,true,IAD,North America,US,Ashburn,347,7.37
3.145.89.97,443,443,true,CMH,North America,US,Columbus,240,7.37
3.144.32.199,443,443,true,IAD,North America,US,Ashburn,285,7.37
18.222.138.107,443,443,true,IAD,North America,US,Ashburn,252,7.36
18.223.33.252,443,443,true,IAD,North America,US,Ashburn,376,7.35
3.143.209.132,443,443,true,IAD,North America,US,Ashburn,242,7.34
3.144.150.41,443,443,true,IAD,North America,US,Ashburn,280,7.34
18.219.129.0,443,443,true,IAD,North America,US,Ashburn,340,7.34
3.144.76.98,443,443,true,IAD,North America,US,Ashburn,360,7.34
18.189.184.119,443,443,true,CMH,North America,US,Columbus,274,7.33
3.140.187.128,443,443,true,IAD,North America,US,Ashburn,248,7.33
3.145.98.67,443,443,true,ORD,North America,US,Chicago,338,7.33
3.137.200.107,443,443,true,ORD,North America,US,Chicago,316,7.33
18.118.130.83,443,443,true,IAD,North America,US,Ashburn,410,7.32
3.129.17.57,443,443,true,IAD,North America,US,Ashburn,233,7.32
3.144.202.24,443,443,true,IAD,North America,US,Ashburn,361,7.31
3.140.241.159,443,443,true,IAD,North America,US,Ashburn,230,7.31
52.38.6.43,443,443,true,PDX,North America,US,Portland,330,7.30
52.14.22.170,443,443,true,IAD,North America,US,Ashburn,534,7.30
3.131.157.218,443,443,true,IAD,North America,US,Ashburn,353,7.30
18.221.212.250,443,443,true,IAD,North America,US,Ashburn,245,7.29
18.222.29.101,443,443,true,IAD,North America,US,Ashburn,350,7.29
52.15.242.146,443,443,true,IAD,North America,US,Ashburn,251,7.28
3.22.234.158,443,443,true,IAD,North America,US,Ashburn,348,7.28
3.137.149.62,443,443,true,IAD,North America,US,Ashburn,248,7.28
3.142.246.231,443,443,true,IAD,North America,US,Ashburn,388,7.28
18.188.58.86,443,443,true,ORD,North America,US,Chicago,265,7.27
3.138.120.67,443,443,true,ORD,North America,US,Chicago,246,7.27
3.149.229.186,443,443,true,IAD,North America,US,Ashburn,379,7.26
3.138.136.121,443,443,true,IAD,North America,US,Ashburn,322,7.26
3.129.17.89,443,443,true,IAD,North America,US,Ashburn,236,7.25
3.144.192.67,443,443,true,IAD,North America,US,Ashburn,322,7.25
18.191.12.1,443,443,true,IAD,North America,US,Ashburn,255,7.25
3.143.225.4,443,443,true,IAD,North America,US,Ashburn,274,7.25
54.86.157.180,443,443,true,IAD,North America,US,Ashburn,380,7.25
18.222.180.171,443,443,true,IAD,North America,US,Ashburn,350,7.25
52.15.111.233,443,443,true,IAD,North America,US,Ashburn,266,7.25
44.223.96.124,443,443,true,IAD,North America,US,Ashburn,257,7.24
3.88.52.55,443,443,true,IAD,North America,US,Ashburn,287,7.24
3.16.159.141,443,443,true,IAD,North America,US,Ashburn,263,7.24
18.191.27.246,443,443,true,IAD,North America,US,Ashburn,338,7.24
52.15.236.198,443,443,true,IAD,North America,US,Ashburn,335,7.24
3.135.192.11,443,443,true,ORD,North America,US,Chicago,241,7.24
3.134.87.44,443,443,true,IAD,North America,US,Ashburn,252,7.24
3.14.3.18,443,443,true,IAD,North America,US,Ashburn,302,7.23
3.128.189.194,443,443,true,IAD,North America,US,Ashburn,235,7.23
3.14.72.243,443,443,true,IAD,North America,US,Ashburn,238,7.23
3.19.73.87,443,443,true,IAD,North America,US,Ashburn,433,7.23
3.129.243.92,443,443,true,IAD,North America,US,Ashburn,347,7.23
3.12.36.236,8443,443,true,ORD,North America,US,Chicago,404,7.23
3.139.86.168,443,443,true,IAD,North America,US,Ashburn,236,7.23
18.216.64.89,443,443,true,IAD,North America,US,Ashburn,401,7.23
3.16.138.82,443,443,true,IAD,North America,US,Ashburn,379,7.22
3.144.69.237,443,443,true,IAD,North America,US,Ashburn,318,7.22
3.133.87.15,443,443,true,IAD,North America,US,Ashburn,241,7.22
3.18.221.241,443,443,true,IAD,North America,US,Ashburn,228,7.22
3.129.205.107,443,443,true,IAD,North America,US,Ashburn,226,7.22
3.16.31.53,443,443,true,IAD,North America,US,Ashburn,333,7.22
3.142.124.187,443,443,true,ORD,North America,US,Chicago,399,7.22
3.22.248.166,443,443,true,ORD,North America,US,Chicago,374,7.22
3.133.114.222,443,443,true,CMH,North America,US,Columbus,321,7.22
3.21.227.73,443,443,true,IAD,North America,US,Ashburn,350,7.22
3.15.32.53,443,443,true,IAD,North America,US,Ashburn,277,7.22
18.222.20.39,443,443,true,ORD,North America,US,Chicago,366,7.22
3.91.235.96,443,443,true,IAD,North America,US,Ashburn,292,7.22
3.21.166.215,443,443,true,IAD,North America,US,Ashburn,337,7.21
18.188.39.179,443,443,true,IAD,North America,US,Ashburn,305,7.21
3.139.90.107,443,443,true,IAD,North America,US,Ashburn,239,7.21
3.138.102.48,443,443,true,ORD,North America,US,Chicago,256,7.21
34.202.9.222,443,443,true,IAD,North America,US,Ashburn,358,7.21
3.133.110.164,8443,443,true,IAD,North America,US,Ashburn,359,7.21
3.18.109.186,443,443,true,IAD,North America,US,Ashburn,322,7.21
3.23.100.42,443,443,true,IAD,North America,US,Ashburn,338,7.21
18.118.226.52,443,443,true,IAD,North America,US,Ashburn,243,7.21
3.147.83.178,443,443,true,IAD,North America,US,Ashburn,432,7.21
3.21.170.40,443,443,true,IAD,North America,US,Ashburn,407,7.21
3.147.6.38,443,443,true,CMH,North America,US,Columbus,320,7.20
18.218.191.182,443,443,true,IAD,North America,US,Ashburn,237,7.20
52.15.45.43,443,443,true,IAD,North America,US,Ashburn,312,7.20
18.188.28.125,443,443,true,IAD,North America,US,Ashburn,402,7.20
18.224.183.27,443,443,true,IAD,North America,US,Ashburn,392,7.20
3.135.228.248,443,443,true,IAD,North America,US,Ashburn,229,7.20
3.21.125.255,443,443,true,IAD,North America,US,Ashburn,323,7.20
3.21.166.170,443,443,true,IAD,North America,US,Ashburn,245,7.20
3.147.83.178,443,443,true,IAD,North America,US,Ashburn,290,7.20
3.19.234.88,443,443,true,IAD,North America,US,Ashburn,247,7.20
18.222.180.63,443,443,true,IAD,North America,US,Ashburn,313,7.20
18.221.38.169,443,443,true,IAD,North America,US,Ashburn,329,7.20
3.129.244.118,443,443,true,IAD,North America,US,Ashburn,463,7.20
52.15.240.97,443,443,true,IAD,North America,US,Ashburn,307,7.20
3.139.79.85,8443,443,true,ORD,North America,US,Chicago,338,7.20
44.197.240.52,443,443,true,IAD,North America,US,Ashburn,440,7.20
54.237.114.202,443,443,true,IAD,North America,US,Ashburn,300,7.19
52.15.137.117,443,443,true,IAD,North America,US,Ashburn,239,7.19
34.237.11.95,80,443,false,IAD,North America,US,Ashburn,252,7.19
3.21.93.90,443,443,true,IAD,North America,US,Ashburn,233,7.19
3.141.106.158,443,443,true,IAD,North America,US,Ashburn,465,7.19
3.147.73.220,443,443,true,ORD,North America,US,Chicago,234,7.19
3.141.85.216,443,443,true,IAD,North America,US,Ashburn,244,7.19
3.134.102.208,443,443,true,IAD,North America,US,Ashburn,398,7.19
44.212.50.247,443,443,true,IAD,North America,US,Ashburn,276,7.19
3.14.5.13,443,443,true,IAD,North America,US,Ashburn,290,7.19
18.219.97.68,443,443,true,IAD,North America,US,Ashburn,239,7.19
3.129.183.128,443,443,true,CMH,North America,US,Columbus,237,7.19
18.218.110.179,443,443,true,IAD,North America,US,Ashburn,451,7.19
34.207.224.182,443,443,true,IAD,North America,US,Ashburn,389,7.19
3.142.145.11,443,443,true,IAD,North America,US,Ashburn,348,7.19
3.21.170.40,443,443,true,IAD,North America,US,Ashburn,223,7.18
3.138.110.188,443,443,true,IAD,North America,US,Ashburn,314,7.18
18.191.87.60,443,443,true,IAD,North America,US,Ashburn,244,7.18
3.140.255.127,443,443,true,IAD,North America,US,Ashburn,334,7.18
18.191.34.205,443,443,true,IAD,North America,US,Ashburn,250,7.18
18.191.27.230,443,443,true,IAD,North America,US,Ashburn,351,7.18
3.15.46.24,443,443,true,IAD,North America,US,Ashburn,248,7.18
3.137.155.111,443,443,true,IAD,North America,US,Ashburn,347,7.18
35.173.185.144,443,443,true,IAD,North America,US,Ashburn,270,7.18
3.134.104.239,443,443,true,IAD,North America,US,Ashburn,426,7.18
3.141.105.196,443,443,true,IAD,North America,US,Ashburn,402,7.18
3.21.166.170,443,443,true,IAD,North America,US,Ashburn,356,7.18
3.21.27.34,443,443,true,IAD,North America,US,Ashburn,473,7.18
44.213.249.127,443,443,true,IAD,North America,US,Ashburn,388,7.17
3.143.0.91,443,443,true,CMH,North America,US,Columbus,513,7.17
18.221.50.69,443,443,true,IAD,North America,US,Ashburn,226,7.17
3.18.223.233,443,443,true,IAD,North America,US,Ashburn,252,7.17
3.239.78.227,443,443,true,IAD,North America,US,Ashburn,281,7.17
3.129.15.179,443,443,true,IAD,North America,US,Ashburn,265,7.17
52.5.79.67,443,443,true,IAD,North America,US,Ashburn,386,7.17
3.149.254.56,443,443,true,IAD,North America,US,Ashburn,269,7.17
3.21.128.79,443,443,true,IAD,North America,US,Ashburn,274,7.17
3.142.50.10,443,443,true,IAD,North America,US,Ashburn,266,7.17
3.12.36.236,8443,443,true,ORD,North America,US,Chicago,379,7.17
3.239.173.16,443,443,true,IAD,North America,US,Ashburn,243,7.17
3.131.128.212,443,443,true,IAD,North America,US,Ashburn,235,7.17
18.191.136.57,443,443,true,IAD,North America,US,Ashburn,245,7.17
3.138.178.15,8443,443,true,ORD,North America,US,Chicago,243,7.17
3.149.27.149,443,443,true,ORD,North America,US,Chicago,295,7.17
3.16.123.160,443,443,true,IAD,North America,US,Ashburn,284,7.17
3.143.169.28,443,443,true,IAD,North America,US,Ashburn,275,7.17
3.228.23.225,443,443,true,IAD,North America,US,Ashburn,393,7.17
34.229.105.13,443,443,true,IAD,North America,US,Ashburn,297,7.17
3.15.179.27,443,443,true,IAD,North America,US,Ashburn,233,7.17
52.15.73.151,443,443,true,IAD,North America,US,Ashburn,387,7.17
18.225.33.180,443,443,true,IAD,North America,US,Ashburn,283,7.16
18.218.64.194,443,443,true,IAD,North America,US,Ashburn,238,7.16
3.133.91.132,443,443,true,IAD,North America,US,Ashburn,278,7.16
3.21.162.42,443,443,true,IAD,North America,US,Ashburn,328,7.16
18.220.180.11,443,443,true,IAD,North America,US,Ashburn,226,7.16
52.15.242.146,443,443,true,IAD,North America,US,Ashburn,389,7.16
3.20.237.90,443,443,true,IAD,North America,US,Ashburn,381,7.16
3.129.244.118,443,443,true,IAD,North America,US,Ashburn,246,7.16
3.22.100.133,443,443,true,IAD,North America,US,Ashburn,362,7.16
107.21.34.137,443,443,true,IAD,North America,US,Ashburn,400,7.16
35.175.209.244,443,443,true,IAD,North America,US,Ashburn,297,7.16
3.142.52.90,443,443,true,IAD,North America,US,Ashburn,270,7.16
18.189.43.168,443,443,true,IAD,North America,US,Ashburn,378,7.16
3.15.218.52,443,443,true,CMH,North America,US,Columbus,376,7.16
3.19.70.22,443,443,true,IAD,North America,US,Ashburn,243,7.16
3.19.31.150,443,443,true,IAD,North America,US,Ashburn,255,7.16
3.239.158.180,443,443,true,IAD,North America,US,Ashburn,250,7.16
3.138.105.25,443,443,true,IAD,North America,US,Ashburn,290,7.16
3.136.233.203,8443,443,true,IAD,North America,US,Ashburn,372,7.15
3.133.59.74,443,443,true,IAD,North America,US,Ashburn,323,7.15
3.92.85.63,443,443,true,IAD,North America,US,Ashburn,263,7.15
3.140.241.159,443,443,true,IAD,North America,US,Ashburn,412,7.15
3.134.113.67,443,443,true,IAD,North America,US,Ashburn,327,7.15
34.207.232.39,443,443,true,IAD,North America,US,Ashburn,332,7.15
18.188.55.123,443,443,true,ORD,North America,US,Chicago,261,7.15
3.89.206.80,443,443,true,IAD,North America,US,Ashburn,345,7.15
3.142.246.231,443,443,true,IAD,North America,US,Ashburn,241,7.15
54.81.240.175,443,443,true,IAD,North America,US,Ashburn,244,7.15
3.141.165.175,443,443,true,IAD,North America,US,Ashburn,251,7.15
3.143.221.161,443,443,true,IAD,North America,US,Ashburn,237,7.15
3.128.189.194,443,443,true,IAD,North America,US,Ashburn,331,7.15
18.216.67.236,443,443,true,IAD,North America,US,Ashburn,474,7.15
18.117.76.9,443,443,true,ORD,North America,US,Chicago,422,7.15
3.16.108.230,443,443,true,IAD,North America,US,Ashburn,241,7.14
